"V1" "V2"
"978" -0.132341 -0.032685
"979" 6.081054 6.160812
"980" -1.432812 -2.452099
"981" -1.903188 4.347446
"982" -1.546194 -3.258964
"983" -1.612482 2.52934
"984" -1.374022 2.992674
"985" -1.615861 3.406677
"986" -0.448166 3.224264
"987" 2.848212 5.169925
"988" 7.936626 5.003621
"989" -2.048527 -3.2903
"990" 7.064761 6.198672
"991" 7.074642 5.955657
"992" -1.181299 -3.126391
"993" -1.049223 -3.68887
"994" -0.615007 2.367888
"995" -1.107096 2.851267
"996" -0.158203 0.58592
"997" -1.015521 -2.284377
"998" -0.089775 3.113885
"999" 3.142712 4.943295
"1000" 7.225178 5.888472
