"a" "b" "c" "d" "e" "f" "g" "h"
"496" 0.6635769 0.5965791 1 1 1 1 1 1
"497" -0.0738197 0.2829145 2 2 2 2 2 2
"498" -0.121066 0.2799775 3 3 3 3 3 3
"499" 0.2974021 0.5092924 1 1 1 1 1 1
"500" -0.0032825 -0.0147139 2 2 2 2 2 2
"501" 0.2827367 0.4936288 3 3 3 3 3 3
"502" 0.1020869 0.1164921 1 1 1 1 1 1
"503" 0.3402058 0.4678143 2 2 2 2 2 2
"504" 0.329489 0.5198031 3 3 3 3 3 3
"505" 0.7315664 0.4815327 1 1 1 1 1 1
"506" 0.2599348 0.4799933 2 2 2 2 2 2
"507" -0.146017 -0.3306358 3 3 3 3 3 3
"508" -0.0333722 0.3106921 1 1 1 1 1 1
"509" 0.2978438 0.5496718 2 2 2 2 2 2
"510" -0.1393482 -0.3358551 3 3 3 3 3 3
"511" 0.3086751 0.5644753 1 1 1 1 1 1
"512" 0.2933153 0.5300169 2 2 2 2 2 2
"513" 0.2678529 0.4568515 3 3 3 3 3 3
"514" -0.0001665 0.0069094 1 1 1 1 1 1
"515" 0.0693426 0.0378943 2 2 2 2 2 2
"516" 0.2897406 0.4082085 3 3 3 3 3 3
"517" -0.089806 0.2763992 1 1 1 1 1 1
"518" -0.1323691 -0.3480018 2 2 2 2 2 2
"519" -0.1994658 0.2878383 3 3 3 3 3 3
"520" -0.0978273 0.3795122 1 1 1 1 1 1
"521" 0.7702731 0.6206207 2 2 2 2 2 2
"522" 0.7475713 0.5794369 3 3 3 3 3 3
"523" -0.1163856 -0.3175134 1 1 1 1 1 1
"524" 0.7202844 0.6073262 2 2 2 2 2 2
"525" 0.6630209 0.6726323 3 3 3 3 3 3
"526" -0.1547312 0.2121791 1 1 1 1 1 1
"527" 0.0276031 -0.2888075 2 2 2 2 2 2
"528" -0.0329224 0.2929708 3 3 3 3 3 3
"529" -0.0257702 -0.187398 1 1 1 1 1 1
"530" 0.3091326 0.49783 2 2 2 2 2 2
"531" -0.1921998 -0.2427817 3 3 3 3 3 3
"532" -0.1299767 0.2410044 1 1 1 1 1 1
"533" -0.012627 -0.0220259 2 2 2 2 2 2
"534" -0.0838977 0.3363696 3 3 3 3 3 3
"535" 0.7323358 0.6142895 1 1 1 1 1 1
"536" 0.7757678 0.5271245 2 2 2 2 2 2
"537" -0.0317451 0.0010158 3 3 3 3 3 3
"538" 0.7705092 0.5552895 1 1 1 1 1 1
"539" 0.7184674 0.5199161 2 2 2 2 2 2
"540" -0.0417604 -0.258251 3 3 3 3 3 3
"541" -0.032026 -0.0966659 1 1 1 1 1 1
"542" 0.652517 0.5655661 2 2 2 2 2 2
"543" -0.1004731 0.3383241 3 3 3 3 3 3
"544" 0.629597 0.5478465 1 1 1 1 1 1
"545" 0.7237694 0.5619918 2 2 2 2 2 2
"546" 0.3188465 0.5255146 3 3 3 3 3 3
"547" -0.0387771 0.0195884 1 1 1 1 1 1
"548" -0.157001 0.2819905 2 2 2 2 2 2
"549" 0.6602712 0.6422807 3 3 3 3 3 3
"550" 0.297713 0.4585168 1 1 1 1 1 1
"551" 0.0115385 0.0330046 2 2 2 2 2 2
"552" -0.0882649 0.3237718 3 3 3 3 3 3
"553" -0.1239726 0.2776003 1 1 1 1 1 1
"554" -0.132615 0.3066397 2 2 2 2 2 2
"555" 0.2859242 0.5434074 3 3 3 3 3 3
"556" 0.7856104 0.6880188 1 1 1 1 1 1
"557" 0.2729987 0.450671 2 2 2 2 2 2
"558" -0.1345507 -0.3032015 3 3 3 3 3 3
"559" -0.019757 0.0334182 1 1 1 1 1 1
"560" 0.756926 0.5934108 2 2 2 2 2 2
"561" -0.0900309 -0.3208264 3 3 3 3 3 3
"562" -0.0055407 0.0162053 1 1 1 1 1 1
"563" -0.1699537 -0.2068045 2 2 2 2 2 2
"564" 0.0158854 0.0469253 3 3 3 3 3 3
"565" -0.0838844 -0.2577364 1 1 1 1 1 1
"566" -0.060528 -0.0367848 2 2 2 2 2 2
"567" 0.6583862 0.6382032 3 3 3 3 3 3
"568" 0.3201508 0.464884 1 1 1 1 1 1
"569" 0.6623238 0.6937177 2 2 2 2 2 2
"570" 0.0104471 -0.3084496 3 3 3 3 3 3
"571" 0.0385851 -0.0589007 1 1 1 1 1 1
"572" 0.6034046 0.591529 2 2 2 2 2 2
"573" 0.332729 0.4988647 3 3 3 3 3 3
"574" -0.1101772 0.2413642 1 1 1 1 1 1
"575" 0.7079248 0.4790002 2 2 2 2 2 2
"576" 0.0052233 0.0863553 3 3 3 3 3 3
"577" 0.0094668 -0.3620406 1 1 1 1 1 1
"578" -0.0761339 0.269681 2 2 2 2 2 2
"579" 0.3096963 0.4568097 3 3 3 3 3 3
"580" 0.1103216 -0.000525 1 1 1 1 1 1
"581" -0.1192093 0.3378345 2 2 2 2 2 2
"582" 0.288308 0.4519414 3 3 3 3 3 3
"583" 0.6912557 0.5610114 1 1 1 1 1 1
"584" 0.2771122 0.5270547 2 2 2 2 2 2
"585" 0.2831243 0.5250741 3 3 3 3 3 3
"586" 0.2417005 0.4986938 1 1 1 1 1 1
"587" -0.1316184 0.2504219 2 2 2 2 2 2
"588" 0.3263354 0.5577965 3 3 3 3 3 3
"589" -0.0337614 0.0362154 1 1 1 1 1 1
"590" 0.2154862 0.4522779 2 2 2 2 2 2
"591" 0.359617 0.4848401 3 3 3 3 3 3
"592" 0.0074105 0.3249027 1 1 1 1 1 1
"593" 0.3160601 0.5580604 2 2 2 2 2 2
"594" 0.0209917 0.0533173 3 3 3 3 3 3
"595" -0.0976713 0.3377856 1 1 1 1 1 1
"596" 0.2502679 0.5136218 2 2 2 2 2 2
"597" 0.0837956 0.0453225 3 3 3 3 3 3
"598" 0.7760077 0.6572016 1 1 1 1 1 1
"599" -0.0327569 0.0353045 2 2 2 2 2 2
"600" 0.3262758 0.5169785 3 3 3 3 3 3
"601" -0.0866801 0.3151235 1 1 1 1 1 1
"602" -0.1026784 0.3062036 2 2 2 2 2 2
"603" 0.2525909 0.5850379 3 3 3 3 3 3
"604" -0.0311664 -0.3479869 1 1 1 1 1 1
"605" 0.0044139 -0.0200389 2 2 2 2 2 2
"606" 0.3518332 0.5291978 3 3 3 3 3 3
"607" 0.7858596 0.5715389 1 1 1 1 1 1
"608" 0.2545038 0.4818516 2 2 2 2 2 2
"609" 0.6962367 0.6711424 3 3 3 3 3 3
"610" 0.0225503 0.0415333 1 1 1 1 1 1
"611" -0.0640452 -0.3496677 2 2 2 2 2 2
"612" -0.1654072 -0.2694935 3 3 3 3 3 3
"613" 0.30948 0.4632787 1 1 1 1 1 1
"614" -0.0926961 0.3136083 2 2 2 2 2 2
"615" 0.6197082 0.6485911 3 3 3 3 3 3
"616" -0.0633456 0.0025781 1 1 1 1 1 1
"617" -0.0939157 0.2848041 2 2 2 2 2 2
"618" 0.2145599 0.4711061 3 3 3 3 3 3
"619" 0.283718 0.4287557 1 1 1 1 1 1
"620" 0.0002075 0.021155 2 2 2 2 2 2
"621" -0.132106 -0.3204607 3 3 3 3 3 3
"622" -0.0490394 -0.3113336 1 1 1 1 1 1
"623" 0.3568491 0.5515545 2 2 2 2 2 2
"624" -0.2036852 -0.3435941 3 3 3 3 3 3
"625" -0.1537431 -0.3278972 1 1 1 1 1 1
"626" -0.0517176 0.1192078 2 2 2 2 2 2
"627" 0.2803162 0.4664282 3 3 3 3 3 3
"628" 0.023545 -0.0618641 1 1 1 1 1 1
"629" -0.0953556 0.3321384 2 2 2 2 2 2
"630" -0.0180887 -0.0214551 3 3 3 3 3 3
"631" 0.3136765 0.4972403 1 1 1 1 1 1
"632" -0.0361809 0.3417666 2 2 2 2 2 2
"633" 0.2193818 0.4591451 3 3 3 3 3 3
"634" 0.0044826 0.0146381 1 1 1 1 1 1
"635" -0.1214889 0.3223227 2 2 2 2 2 2
"636" -0.1108288 -0.2978793 3 3 3 3 3 3
"637" -0.1224442 0.3354539 1 1 1 1 1 1
"638" -0.0648336 0.2835724 2 2 2 2 2 2
"639" -0.0048913 -0.0166971 3 3 3 3 3 3
"640" -0.0743048 0.3395566 1 1 1 1 1 1
"641" 0.2647603 0.4452438 2 2 2 2 2 2
"642" -0.1476426 0.3155457 3 3 3 3 3 3
"643" 0.7307511 0.5574915 1 1 1 1 1 1
"644" -0.1181196 -0.3608206 2 2 2 2 2 2
"645" -0.1529 0.367971 3 3 3 3 3 3
"646" 0.7726995 0.5884641 1 1 1 1 1 1
"647" 0.7210735 0.6097782 2 2 2 2 2 2
"648" 0.0325731 0.2712718 3 3 3 3 3 3
"649" 0.7596837 0.494872 1 1 1 1 1 1
"650" -0.1365036 -0.3079784 2 2 2 2 2 2
"651" 0.0770413 -0.0141022 3 3 3 3 3 3
"652" -0.1062586 0.2375059 1 1 1 1 1 1
"653" 0.3079056 0.5563544 2 2 2 2 2 2
"654" -0.0768304 0.3190398 3 3 3 3 3 3
"655" -0.0569389 0.2845583 1 1 1 1 1 1
"656" -0.1472162 0.3261529 2 2 2 2 2 2
"657" 0.6462934 0.5572883 3 3 3 3 3 3
"658" -0.1541452 0.3089477 1 1 1 1 1 1
"659" -0.0610339 0.0012867 2 2 2 2 2 2
"660" -0.0761647 -0.3379778 3 3 3 3 3 3
"661" -0.1607258 -0.3476439 1 1 1 1 1 1
"662" 0.2937745 0.4865929 2 2 2 2 2 2
"663" -0.0772126 0.2960683 3 3 3 3 3 3
"664" -0.1140108 0.3596529 1 1 1 1 1 1
"665" 0.6520893 0.7054527 2 2 2 2 2 2
"666" 0.8094548 0.6345597 3 3 3 3 3 3
"667" 0.6726949 0.5564933 1 1 1 1 1 1
"668" -0.0354039 0.0124917 2 2 2 2 2 2
"669" 0.0105618 0.0951027 3 3 3 3 3 3
"670" 0.3303086 0.5378126 1 1 1 1 1 1
"671" 0.7255647 0.5627241 2 2 2 2 2 2
"672" 0.0077191 0.0562409 3 3 3 3 3 3
"673" -0.003953 -0.0165806 1 1 1 1 1 1
"674" 0.7260237 0.5327794 2 2 2 2 2 2
"675" 0.0079222 -0.0141198 3 3 3 3 3 3
"676" 0.2432032 0.5264814 1 1 1 1 1 1
"677" 0.3686465 0.5086241 2 2 2 2 2 2
"678" -0.1736264 0.3715713 3 3 3 3 3 3
"679" -0.0498759 0.3504551 1 1 1 1 1 1
"680" 0.8060889 0.6754881 2 2 2 2 2 2
"681" 0.5789973 0.5520458 3 3 3 3 3 3
"682" 0.0140176 -0.0057009 1 1 1 1 1 1
"683" 0.0229748 -0.0107463 2 2 2 2 2 2
"684" -0.1604651 -0.2678385 3 3 3 3 3 3
"685" 0.7355774 0.5331135 1 1 1 1 1 1
"686" 0.6888338 0.621306 2 2 2 2 2 2
"687" -0.0196273 -0.2672917 3 3 3 3 3 3
"688" 0.343347 0.5026108 1 1 1 1 1 1
"689" -0.1274376 0.3336603 2 2 2 2 2 2
"690" -0.0103762 -0.2650766 3 3 3 3 3 3
"691" 0.650604 0.6313721 1 1 1 1 1 1
"692" 0.0001008 -0.0281213 2 2 2 2 2 2
"693" 0.6386859 0.6125076 3 3 3 3 3 3
"694" 0.2591136 0.4900843 1 1 1 1 1 1
"695" -0.1388483 -0.3148708 2 2 2 2 2 2
"696" 0.6671348 0.6038926 3 3 3 3 3 3
"697" -0.0844855 -0.3044167 1 1 1 1 1 1
"698" 0.0295827 0.0023891 2 2 2 2 2 2
"699" -0.0474653 -0.3379912 3 3 3 3 3 3
"700" -0.0326436 -0.0436677 1 1 1 1 1 1
"701" 0.1755732 0.4969575 2 2 2 2 2 2
"702" 0.7384757 0.5503711 3 3 3 3 3 3
"703" 0.088725 0.0963516 1 1 1 1 1 1
"704" 0.3388237 0.4288512 2 2 2 2 2 2
"705" 0.2971282 0.4829706 3 3 3 3 3 3
"706" -0.0085707 0.0022263 1 1 1 1 1 1
"707" -0.1387504 0.3050308 2 2 2 2 2 2
"708" -0.1383817 0.3274486 3 3 3 3 3 3
"709" 0.2680305 0.458916 1 1 1 1 1 1
"710" -0.1241315 0.31104 2 2 2 2 2 2
"711" -0.0869363 0.3175728 3 3 3 3 3 3
"712" 0.6566606 0.6569512 1 1 1 1 1 1
"713" -0.1321239 0.2241779 2 2 2 2 2 2
"714" 0.2606849 0.58891 3 3 3 3 3 3
"715" -0.0010918 0.2678687 1 1 1 1 1 1
"716" -0.0271622 0.293697 2 2 2 2 2 2
"717" -0.1201662 0.2389166 3 3 3 3 3 3
"718" 0.0012392 0.0090149 1 1 1 1 1 1
"719" -0.1072922 -0.275148 2 2 2 2 2 2
"720" -0.1705826 0.3002934 3 3 3 3 3 3
"721" -0.0367335 -0.264369 1 1 1 1 1 1
"722" 0.2259058 0.5084717 2 2 2 2 2 2
"723" -0.1095661 0.0418834 3 3 3 3 3 3
"724" -0.0640115 -0.3615647 1 1 1 1 1 1
"725" -0.115254 0.2756779 2 2 2 2 2 2
"726" -0.1806968 -0.3548742 3 3 3 3 3 3
"727" -0.0442109 0.1943577 1 1 1 1 1 1
"728" -0.1351939 0.2857656 2 2 2 2 2 2
"729" -0.1777016 -0.2947716 3 3 3 3 3 3
"730" 0.0513019 0.3076169 1 1 1 1 1 1
"731" 0.0715461 -0.0454365 2 2 2 2 2 2
"732" 0.2650288 0.4828227 3 3 3 3 3 3
"733" -0.077838 0.3340398 1 1 1 1 1 1
"734" 0.2435559 0.4534245 2 2 2 2 2 2
"735" 0.7037775 0.6077808 3 3 3 3 3 3
"736" 0.7125521 0.5127228 1 1 1 1 1 1
"737" 0.6552262 0.6153902 2 2 2 2 2 2
"738" -0.0247245 -0.2003433 3 3 3 3 3 3
"739" -0.162646 -0.2827469 1 1 1 1 1 1
"740" -0.0087452 0.0888321 2 2 2 2 2 2
"741" 0.023451 0.3444941 3 3 3 3 3 3
"742" -0.0882159 -0.378172 1 1 1 1 1 1
"743" -0.0616567 -0.0589659 2 2 2 2 2 2
"744" -0.1274546 -0.2581167 3 3 3 3 3 3
"745" 0.7196047 0.5728093 1 1 1 1 1 1
"746" -0.1555441 0.2548601 2 2 2 2 2 2
"747" -0.0471204 0.3253885 3 3 3 3 3 3
"748" -0.2156941 -0.3401627 1 1 1 1 1 1
"749" -0.1452524 0.3264749 2 2 2 2 2 2
"750" -0.1291895 -0.3178685 3 3 3 3 3 3
"751" 0.6952393 0.6272446 1 1 1 1 1 1
"752" 0.7216084 0.5597758 2 2 2 2 2 2
"753" 0.0861986 0.0496372 3 3 3 3 3 3
"754" -0.0208175 0.0744557 1 1 1 1 1 1
"755" -0.1504099 0.2646731 2 2 2 2 2 2
"756" -0.1139644 0.2238317 3 3 3 3 3 3
"757" -0.1704591 -0.2699229 1 1 1 1 1 1
"758" 0.0227794 0.0263954 2 2 2 2 2 2
"759" 0.1018145 -0.0737076 3 3 3 3 3 3
"760" 0.028798 0.0781108 1 1 1 1 1 1
"761" -0.0154596 -0.3810087 2 2 2 2 2 2
"762" 0.6786976 0.6348477 3 3 3 3 3 3
"763" 0.0230653 -0.0222327 1 1 1 1 1 1
"764" -0.0410195 0.3048436 2 2 2 2 2 2
"765" 0.5781084 0.4575819 3 3 3 3 3 3
"766" -0.1060917 -0.0485309 1 1 1 1 1 1
"767" -0.0435934 0.3945275 2 2 2 2 2 2
"768" 0.0366659 -0.0057351 3 3 3 3 3 3
"769" -0.0807962 -0.3644271 1 1 1 1 1 1
"770" 0.2445836 0.3758416 2 2 2 2 2 2
"771" 0.3486576 0.564872 3 3 3 3 3 3
"772" -0.1007156 -0.329717 1 1 1 1 1 1
"773" -0.0589648 0.3788834 2 2 2 2 2 2
"774" -0.078959 -0.2842486 3 3 3 3 3 3
"775" -0.1999122 0.253075 1 1 1 1 1 1
"776" 0.3422016 0.4535444 2 2 2 2 2 2
"777" -0.0527807 -0.3033363 3 3 3 3 3 3
"778" 0.7656561 0.6871894 1 1 1 1 1 1
"779" 0.0466793 0.0197004 2 2 2 2 2 2
"780" -0.0091438 -0.0157391 3 3 3 3 3 3
"781" 0.2723671 0.4379828 1 1 1 1 1 1
"782" 0.6435581 0.513125 2 2 2 2 2 2
"783" 0.6801916 0.5721741 3 3 3 3 3 3
"784" 0.6891846 0.6344794 1 1 1 1 1 1
"785" -0.0742231 0.3592561 2 2 2 2 2 2
"786" -0.0140099 -0.0820181 3 3 3 3 3 3
"787" 0.6533896 0.6025723 1 1 1 1 1 1
"788" -0.0195171 0.0195057 2 2 2 2 2 2
"789" -0.1313421 0.3559435 3 3 3 3 3 3
"790" 0.7308554 0.5825471 1 1 1 1 1 1
"791" -0.1534657 -0.360695 2 2 2 2 2 2
"792" 0.7715241 0.5913756 3 3 3 3 3 3
"793" -0.0752629 0.2661768 1 1 1 1 1 1
"794" 0.6969763 0.5424568 2 2 2 2 2 2
"795" 0.0485401 0.0634758 3 3 3 3 3 3
"796" 0.0522498 -0.0280348 1 1 1 1 1 1
"797" -0.0047562 -0.0302801 2 2 2 2 2 2
"798" -0.0965287 -0.2970251 3 3 3 3 3 3
"799" 0.0212294 -0.0771951 1 1 1 1 1 1
"800" -0.0922407 -0.2530678 2 2 2 2 2 2
"801" -0.1033181 0.3190647 3 3 3 3 3 3
"802" -0.1301004 -0.2923294 1 1 1 1 1 1
"803" 0.6984224 0.5519556 2 2 2 2 2 2
"804" -0.077547 0.3581326 3 3 3 3 3 3
"805" 0.6823515 0.5489048 1 1 1 1 1 1
"806" -0.030846 -0.033098 2 2 2 2 2 2
"807" -0.0471084 0.343052 3 3 3 3 3 3
"808" -0.1257896 0.1862547 1 1 1 1 1 1
"809" 0.2497593 0.5919127 2 2 2 2 2 2
"810" -0.0475366 -0.0552696 3 3 3 3 3 3
"811" -0.0732133 0.2955102 1 1 1 1 1 1
"812" -0.0169707 -0.0483526 2 2 2 2 2 2
"813" 0.7720991 0.5451228 3 3 3 3 3 3
"814" 0.3418494 0.4349795 1 1 1 1 1 1
"815" 0.6817407 0.5668646 2 2 2 2 2 2
"816" -0.1100297 -0.3705975 3 3 3 3 3 3
"817" -0.1000277 -0.2498086 1 1 1 1 1 1
"818" 0.2900497 0.5127526 2 2 2 2 2 2
"819" 0.6822689 0.6038297 3 3 3 3 3 3
"820" -0.0985576 -0.2734971 1 1 1 1 1 1
"821" -0.1843896 0.2819084 2 2 2 2 2 2
"822" -0.0680127 0.3990139 3 3 3 3 3 3
"823" -0.0314095 -0.3520552 1 1 1 1 1 1
"824" 0.0101115 0.009286 2 2 2 2 2 2
"825" 0.3363865 0.48547 3 3 3 3 3 3
"826" 0.2774898 0.4973116 1 1 1 1 1 1
"827" 0.7150048 0.5686777 2 2 2 2 2 2
"828" -0.1514282 -0.307744 3 3 3 3 3 3
"829" 0.2632056 0.5257781 1 1 1 1 1 1
"830" 0.0613222 0.0196212 2 2 2 2 2 2
"831" -7.6e-06 0.0535906 3 3 3 3 3 3
"832" 0.2777652 0.6111625 1 1 1 1 1 1
"833" -0.0929797 -0.4522009 2 2 2 2 2 2
"834" 0.3070794 0.5369028 3 3 3 3 3 3
"835" 0.3001609 0.4249434 1 1 1 1 1 1
"836" -0.0243655 -0.3060731 2 2 2 2 2 2
"837" -0.0621447 -0.2510931 3 3 3 3 3 3
"838" 0.6105189 0.5317606 1 1 1 1 1 1
"839" 0.6544346 0.6011864 2 2 2 2 2 2
"840" 0.384125 0.4911524 3 3 3 3 3 3
"841" -0.0591194 -0.3094183 1 1 1 1 1 1
"842" -0.0670466 -0.2920537 2 2 2 2 2 2
"843" -0.0812956 -0.3142927 3 3 3 3 3 3
"844" 0.6180669 0.6674868 1 1 1 1 1 1
"845" -0.0954018 0.2697026 2 2 2 2 2 2
"846" -0.0647006 -0.3552171 3 3 3 3 3 3
"847" -0.0644655 -0.2873088 1 1 1 1 1 1
"848" -0.0518829 -0.3457401 2 2 2 2 2 2
"849" -0.1023116 0.3145194 3 3 3 3 3 3
"850" 0.3174691 0.485256 1 1 1 1 1 1
"851" -0.0269336 0.0158036 2 2 2 2 2 2
"852" 0.3268553 0.6004319 3 3 3 3 3 3
"853" -0.0263561 0.0581886 1 1 1 1 1 1
"854" 0.651821 0.6254532 2 2 2 2 2 2
"855" 0.7485855 0.6546093 3 3 3 3 3 3
"856" 0.6831146 0.5590564 1 1 1 1 1 1
"857" -0.1011176 0.2663515 2 2 2 2 2 2
"858" -0.0686393 0.3122627 3 3 3 3 3 3
"859" 0.2904707 0.4788308 1 1 1 1 1 1
"860" -0.0405704 0.3325073 2 2 2 2 2 2
"861" 0.3316744 0.5105399 3 3 3 3 3 3
"862" -0.0197955 -0.0362453 1 1 1 1 1 1
"863" -0.0500962 0.0029723 2 2 2 2 2 2
"864" 0.6216713 0.6040069 3 3 3 3 3 3
"865" 0.7495338 0.4989489 1 1 1 1 1 1
"866" -0.0756799 0.31452 2 2 2 2 2 2
"867" 0.6624487 0.6780547 3 3 3 3 3 3
"868" 0.0153516 -0.0470435 1 1 1 1 1 1
"869" -0.1496035 0.1794929 2 2 2 2 2 2
"870" -0.1935852 -0.2833614 3 3 3 3 3 3
"871" 0.6526917 0.6386332 1 1 1 1 1 1
"872" -0.0405845 -0.0538232 2 2 2 2 2 2
"873" 0.3766251 0.5296196 3 3 3 3 3 3
"874" 0.3297771 0.4348698 1 1 1 1 1 1
"875" -0.1735994 -0.2857588 2 2 2 2 2 2
"876" 0.2634692 0.4481018 3 3 3 3 3 3
"877" 0.2442865 0.5003282 1 1 1 1 1 1
"878" 0.7478036 0.6234913 2 2 2 2 2 2
"879" 0.7664225 0.5176447 3 3 3 3 3 3
"880" 0.3097032 0.3944001 1 1 1 1 1 1
"881" -0.0283294 -0.3672951 2 2 2 2 2 2
"882" 0.2692615 0.5453991 3 3 3 3 3 3
"883" 0.6630364 0.6066714 1 1 1 1 1 1
"884" 0.3143144 0.521071 2 2 2 2 2 2
"885" -0.0499989 -0.0704664 3 3 3 3 3 3
"886" 0.6729997 0.5467681 1 1 1 1 1 1
"887" -0.1765855 0.3372926 2 2 2 2 2 2
"888" 0.4076231 0.5455935 3 3 3 3 3 3
"889" -0.1135149 0.2268869 1 1 1 1 1 1
"890" -0.0367939 0.2020911 2 2 2 2 2 2
"891" -0.1785556 0.3664284 3 3 3 3 3 3
"892" -0.0761979 0.2984002 1 1 1 1 1 1
"893" 0.0276399 0.0694604 2 2 2 2 2 2
"894" 0.0148957 -0.0113443 3 3 3 3 3 3
"895" -0.0903446 0.2545002 1 1 1 1 1 1
"896" -0.1262419 -0.2889316 2 2 2 2 2 2
"897" 0.323701 0.3810754 3 3 3 3 3 3
"898" -0.0460636 -0.0596257 1 1 1 1 1 1
"899" -0.1312593 0.2548139 2 2 2 2 2 2
"900" -0.1682108 -0.3019901 3 3 3 3 3 3
"901" 0.2654928 0.4601784 1 1 1 1 1 1
"902" -0.1276572 0.3348103 2 2 2 2 2 2
"903" -0.0897815 -0.3752665 3 3 3 3 3 3
"904" 0.6551577 0.6098185 1 1 1 1 1 1
"905" 0.0038107 -0.0929745 2 2 2 2 2 2
"906" 0.3410862 0.4756654 3 3 3 3 3 3
"907" 0.0298274 0.0826564 1 1 1 1 1 1
"908" 0.2697455 0.4548555 2 2 2 2 2 2
"909" 0.3119962 0.5085344 3 3 3 3 3 3
"910" 0.3388853 0.5962471 1 1 1 1 1 1
"911" 0.6868734 0.6100771 2 2 2 2 2 2
"912" 0.0093658 0.0627441 3 3 3 3 3 3
"913" 0.3453983 0.476222 1 1 1 1 1 1
"914" -0.0032001 0.0214697 2 2 2 2 2 2
"915" -0.0406657 -0.3386585 3 3 3 3 3 3
"916" 0.0134711 -0.0836282 1 1 1 1 1 1
"917" 0.0593021 -0.025995 2 2 2 2 2 2
"918" -0.0692156 -0.2794906 3 3 3 3 3 3
"919" -0.1375246 -0.3042951 1 1 1 1 1 1
"920" 0.3267562 0.5094723 2 2 2 2 2 2
"921" 0.634324 0.6206949 3 3 3 3 3 3
"922" -0.0772159 0.3269153 1 1 1 1 1 1
"923" -0.1327445 0.2910954 2 2 2 2 2 2
"924" 0.3142296 0.5606409 3 3 3 3 3 3
"925" -0.1993841 -0.3389515 1 1 1 1 1 1
"926" 0.253286 0.5553473 2 2 2 2 2 2
"927" 0.6766235 0.7061077 3 3 3 3 3 3
"928" -0.0482921 0.263042 1 1 1 1 1 1
"929" -0.1402888 0.2603977 2 2 2 2 2 2
"930" 0.2843113 0.4792133 3 3 3 3 3 3
"931" -0.1164129 0.2712103 1 1 1 1 1 1
"932" 0.0640345 -0.1377884 2 2 2 2 2 2
"933" -0.0861829 0.0675163 3 3 3 3 3 3
"934" -0.0837405 -0.2815322 1 1 1 1 1 1
"935" 0.0233244 -0.0618626 2 2 2 2 2 2
"936" 0.7101257 0.608861 3 3 3 3 3 3
"937" 0.7408318 0.6951601 1 1 1 1 1 1
"938" 0.3234251 0.509026 2 2 2 2 2 2
"939" 0.757635 0.6502206 3 3 3 3 3 3
"940" -0.0598646 0.0853871 1 1 1 1 1 1
"941" -0.0273535 -0.2967844 2 2 2 2 2 2
"942" -0.0180716 0.3712445 3 3 3 3 3 3
"943" 0.3184723 0.5047909 1 1 1 1 1 1
"944" -0.0964815 0.2428891 2 2 2 2 2 2
"945" -0.1198566 0.293369 3 3 3 3 3 3
"946" -0.0874091 -0.2669378 1 1 1 1 1 1
"947" 0.3432362 0.5937601 2 2 2 2 2 2
"948" 0.2884202 0.3891398 3 3 3 3 3 3
"949" -0.0825258 -0.4293408 1 1 1 1 1 1
"950" -0.0631835 -0.0047986 2 2 2 2 2 2
"951" 0.0004577 -0.037802 3 3 3 3 3 3
"952" 0.0005293 -0.0291872 1 1 1 1 1 1
"953" -0.0869895 -0.2737556 2 2 2 2 2 2
"954" 0.2827906 0.3911967 3 3 3 3 3 3
"955" 0.2933802 0.5208863 1 1 1 1 1 1
"956" -0.0894264 0.309853 2 2 2 2 2 2
"957" -0.0426793 0.2356619 3 3 3 3 3 3
"958" -0.1564375 0.2054652 1 1 1 1 1 1
"959" 0.0493388 0.0968796 2 2 2 2 2 2
"960" 0.7905531 0.5646539 3 3 3 3 3 3
"961" -0.122379 -0.2881456 1 1 1 1 1 1
"962" 0.8013727 0.5626421 2 2 2 2 2 2
"963" -0.0759744 -0.2379476 3 3 3 3 3 3
"964" 0.3182647 0.5723353 1 1 1 1 1 1
"965" 0.0674562 -0.0391675 2 2 2 2 2 2
"966" 0.2470531 0.5007985 3 3 3 3 3 3
"967" -0.0842566 0.2654666 1 1 1 1 1 1
"968" 0.0551912 -0.0128639 2 2 2 2 2 2
"969" -0.0716805 -0.3175825 3 3 3 3 3 3
"970" 0.6690698 0.6974221 1 1 1 1 1 1
"971" -0.0670296 0.3275269 2 2 2 2 2 2
"972" -0.0696735 -0.3348776 3 3 3 3 3 3
"973" 0.7922892 0.5999628 1 1 1 1 1 1
"974" 0.7089451 0.6273053 2 2 2 2 2 2
"975" -0.1479921 -0.3117346 3 3 3 3 3 3
"976" -0.0552865 -0.3226021 1 1 1 1 1 1
"977" -0.1049275 -0.3440139 2 2 2 2 2 2
"978" -0.0132341 -0.0032685 3 3 3 3 3 3
"979" 0.6081054 0.6160812 1 1 1 1 1 1
"980" -0.1432812 -0.2452099 2 2 2 2 2 2
"981" -0.1903188 0.4347446 3 3 3 3 3 3
"982" -0.1546194 -0.3258964 1 1 1 1 1 1
"983" -0.1612482 0.252934 2 2 2 2 2 2
"984" -0.1374022 0.2992674 3 3 3 3 3 3
"985" -0.1615861 0.3406677 1 1 1 1 1 1
"986" -0.0448166 0.3224264 2 2 2 2 2 2
"987" 0.2848212 0.5169925 3 3 3 3 3 3
"988" 0.7936626 0.5003621 1 1 1 1 1 1
"989" -0.2048527 -0.32903 2 2 2 2 2 2
"990" 0.7064761 0.6198672 3 3 3 3 3 3
"991" 0.7074642 0.5955657 1 1 1 1 1 1
"992" -0.1181299 -0.3126391 2 2 2 2 2 2
