volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude,country,duration
261140,Marapi,15460,Confirmed Eruption,"Kepundan Bongsu, B and C Craters",2.0,1954.0,8.0,16.0,Historical Observations,1957.0,12.0,16.0,-0.38,100.474,Indonesia,1218 days
222120,"Lengai, Ol Doinyo",14016,Confirmed Eruption,North Crater,2.0,1954.0,7.0,26.0,Historical Observations,1954.0,9.0,16.0,-2.764,35.914,Tanzania,52 days
373010,Grimsvotn,12836,Uncertain Eruption,North and south part of caldera,1.0,1954.0,7.0,16.0,NA,NA,NA,NA,64.416,-17.316,Iceland,NA
257040,Ambrym,15265,Confirmed Eruption,Benbow,2.0,1954.0,7.0,2.0,Historical Observations,NA,NA,NA,-16.25,168.12,Vanuatu,NA
282030,Suwanosejima,16935,Confirmed Eruption,Submarine E flank (Suwanose-jima Oki),0.0,1954.0,7.0,2.0,Historical Observations,NA,NA,NA,29.638,129.714,Japan,NA
313040,Spurr,20398,Discredited Eruption,NA,NA,1954.0,7.0,2.0,NA,NA,NA,NA,61.299,-152.251,United States,NA
224010,Cameroon,14130,Confirmed Eruption,Immediately south of summit,2.0,1954.0,6.0,28.0,Historical Observations,1954.0,7.0,26.0,4.203,9.17,Cameroon,28 days
355100,Lascar,11858,Confirmed Eruption,NA,2.0,1954.0,6.0,16.0,Historical Observations,1954.0,7.0,16.0,-23.37,-67.73,Chile,30 days
332010,Kilauea,10089,Confirmed Eruption,Halemaumau and Kilauea caldera,0.0,1954.0,5.0,31.0,Historical Observations,1954.0,6.0,3.0,19.421,-155.287,United States,3 days
300260,Klyuchevskoy,19445,Confirmed Eruption,NA,2.0,1954.0,5.0,28.0,Historical Observations,1954.0,9.0,16.0,56.056,160.642,Russia,111 days
282110,Asosan,17327,Confirmed Eruption,Naka-dake,1.0,1954.0,5.0,26.0,Historical Observations,1954.0,5.0,26.0,32.884,131.104,Japan,0 days
252010,Langila,14985,Confirmed Eruption,Crater 2,3.0,1954.0,5.0,18.0,Historical Observations,1954.0,11.0,13.0,-5.525,148.42,Papua New Guinea,179 days
251020,Manam,14918,Confirmed Eruption,NA,2.0,1954.0,5.0,16.0,Historical Observations,1954.0,6.0,16.0,-4.08,145.037,Papua New Guinea,31 days
241080,Tongariro,14594,Confirmed Eruption,Ngauruhoe (south sub-crater),3.0,1954.0,5.0,13.0,Historical Observations,1955.0,6.0,25.0,-39.157,175.632,New Zealand,408 days
285040,Shikotsu,18629,Confirmed Eruption,Tarumai,1.0,1954.0,5.0,2.0,Historical Observations,1954.0,5.0,2.0,42.688,141.38,Japan,0 days
264050,Sangeang Api,16243,Confirmed Eruption,NA,2.0,1954.0,4.0,26.0,Historical Observations,NA,NA,NA,-8.2,119.07,Indonesia,NA
234010,Heard,14404,Confirmed Eruption,Mawson Peak,2.0,1954.0,4.0,13.0,Historical Observations,1954.0,6.0,13.0,-53.106,73.513,Australia,61 days
343020,Santa Ana,22142,Confirmed Eruption,NA,2.0,1954.0,4.0,NA,Radiocarbon (corrected),NA,NA,NA,13.853,-89.63,El Salvador,NA
223020,Nyamuragira,14060,Confirmed Eruption,SSE fissure zone (Mihaga),1.0,1954.0,2.0,21.0,Historical Observations,1954.0,5.0,28.0,-1.408,29.2,DR Congo,96 days
300240,Tolbachik,19306,Confirmed Eruption,NA,2.0,1954.0,2.0,21.0,Historical Observations,1954.0,6.0,13.0,55.832,160.326,Russia,112 days
344070,"Negro, Cerro",10955,Confirmed Eruption,NA,2.0,1954.0,2.0,16.0,Historical Observations,1954.0,2.0,16.0,12.506,-86.702,Nicaragua,0 days
233020,"Fournaise, Piton de la",14352,Confirmed Eruption,NA,NA,1954.0,1.0,16.0,Historical Observations,1954.0,12.0,16.0,-21.244,55.708,France,334 days
373010,Grimsvotn,12835,Confirmed Eruption,NA,1.0,1954.0,1.0,15.0,Historical Observations,NA,NA,NA,64.416,-17.316,Iceland,NA
285070,Akan,18689,Confirmed Eruption,Me-Akan (Nakamachineshiri),1.0,1954.0,1.0,7.0,Historical Observations,1954.0,4.0,13.0,43.384,144.013,Japan,96 days
390100,Candlemas Island,13225,Uncertain Eruption,NW flank (Lucifer Hill),0.0,1953.0,12.0,31.0,NA,NA,NA,NA,-57.08,-26.67,United Kingdom,NA
241080,Tongariro,14593,Confirmed Eruption,Ngauruhoe (south sub-crater),0.0,1953.0,12.0,28.0,Historical Observations,NA,NA,NA,-39.157,175.632,New Zealand,NA
283110,Asamayama,17799,Confirmed Eruption,NA,3.0,1953.0,12.0,27.0,Historical Observations,1955.0,8.0,2.0,36.406,138.523,Japan,583 days
282110,Asosan,17326,Confirmed Eruption,Naka-dake,1.0,1953.0,12.0,16.0,Historical Observations,1953.0,12.0,16.0,32.884,131.104,Japan,0 days
312030,Pavlof,20134,Confirmed Eruption,Upper NE or NNE flank,1.0,1953.0,11.0,25.0,Historical Observations,1954.0,8.0,16.0,55.417,-161.894,United States,264 days
266030,Soputan,13595,Confirmed Eruption,NE flank (Aeseput),2.0,1953.0,11.0,16.0,Historical Observations,NA,NA,NA,1.112,124.737,Indonesia,NA
257060,Epi,15326,Uncertain Eruption,NA,0.0,1953.0,11.0,16.0,NA,NA,NA,NA,-16.68,168.37,Vanuatu,NA
360160,Kick 'em Jenny,12459,Confirmed Eruption,NA,0.0,1953.0,10.0,30.0,Hydrophonic,1953.0,10.0,30.0,12.3,-61.64,Grenada,0 days
283150,Nasudake,17883,Confirmed Eruption,Chausu-dake (1881 crater),1.0,1953.0,10.0,24.0,Historical Observations,1953.0,10.0,29.0,37.125,139.963,Japan,5 days
264030,Rinjani,16221,Confirmed Eruption,Gunung Barujari,0.0,1953.0,10.0,15.0,Historical Observations,NA,NA,NA,-8.42,116.47,Indonesia,NA
284010,Izu-Oshima,18225,Confirmed Eruption,Mihara-yama,1.0,1953.0,10.0,5.0,Historical Observations,1954.0,2.0,8.0,34.724,139.394,Japan,126 days
311360,Shishaldin,20081,Confirmed Eruption,NA,2.0,1953.0,10.0,4.0,Historical Observations,NA,NA,NA,54.756,-163.97,United States,NA
262000,Krakatau,15604,Confirmed Eruption,Anak Krakatau,2.0,1953.0,9.0,21.0,Historical Observations,1953.0,11.0,25.0,-6.102,105.423,Indonesia,65 days
285040,Shikotsu,18628,Confirmed Eruption,Tarumai,1.0,1953.0,9.0,14.0,Historical Observations,1953.0,9.0,14.0,42.688,141.38,Japan,0 days
264110,Iya,15524,Confirmed Eruption,NA,2.0,1953.0,9.0,4.0,Historical Observations,1953.0,9.0,5.0,-8.891,121.641,Indonesia,1 days
353050,"Negra, Sierra",11708,Confirmed Eruption,Volcán Chico area & NW caldera rim,3.0,1953.0,8.0,27.0,Historical Observations,1954.0,1.0,16.0,-0.83,-91.17,Ecuador,142 days
234010,Heard,14403,Confirmed Eruption,Mawson Peak,2.0,1953.0,8.0,20.0,Historical Observations,1953.0,11.0,18.0,-53.106,73.513,Australia,90 days
263180,Slamet,15760,Confirmed Eruption,NA,2.0,1953.0,8.0,16.0,Historical Observations,1953.0,10.0,16.0,-7.242,109.208,Indonesia,61 days
211060,Etna,13788,Uncertain Eruption,NA,2.0,1953.0,7.0,30.0,NA,NA,NA,NA,37.748,14.999,Italy,NA
313040,Spurr,20397,Confirmed Eruption,South flank (Crater Peak),4.0,1953.0,7.0,9.0,Historical Observations,1953.0,7.0,16.0,61.299,-152.251,United States,7 days
311320,Akutan,20020,Confirmed Eruption,NA,2.0,1953.0,7.0,2.0,Historical Observations,NA,NA,NA,54.134,-165.986,United States,NA
311161,Korovin,19756,Uncertain Eruption,NA,NA,1953.0,7.0,2.0,NA,1954.0,7.0,2.0,52.381,-174.166,United States,365 days
300130,Karymsky,19178,Confirmed Eruption,NA,2.0,1953.0,7.0,2.0,Historical Observations,NA,NA,NA,54.049,159.443,Russia,NA
353040,Alcedo,11694,Confirmed Eruption,SE flank near Cartago Bay,0.0,1953.0,7.0,2.0,Historical Observations,NA,NA,NA,-0.43,-91.12,Ecuador,NA
250010,St. Andrew Strait,14858,Confirmed Eruption,Tuluman,2.0,1953.0,6.0,27.0,Historical Observations,1957.0,1.0,28.0,-2.38,147.35,Papua New Guinea,1311 days
255020,Bagana,15129,Confirmed Eruption,NA,3.0,1953.0,6.0,16.0,Historical Observations,1953.0,9.0,16.0,-6.137,155.196,Papua New Guinea,92 days
264270,Sirung,16359,Confirmed Eruption,NA,NA,1953.0,6.0,16.0,Historical Observations,NA,NA,NA,-8.508,124.13,Indonesia,NA
300260,Klyuchevskoy,19444,Confirmed Eruption,"Summit, NE flank (Belyankin Crater)",2.0,1953.0,6.0,7.0,Historical Observations,1953.0,6.0,25.0,56.056,160.642,Russia,18 days
284110,Kita-Ioto,18380,Uncertain Eruption,Funka-Asane,0.0,1953.0,5.0,16.0,NA,1953.0,5.0,16.0,25.424,141.284,Japan,0 days
257040,Ambrym,15264,Confirmed Eruption,"Benbow, Mbuelesu, S flank of Benbow",2.0,1953.0,5.0,16.0,Historical Observations,1953.0,10.0,13.0,-16.25,168.12,Vanuatu,150 days
251050,Long Island,14959,Confirmed Eruption,Motmot,3.0,1953.0,5.0,8.0,Historical Observations,1954.0,1.0,7.0,-5.358,147.12,Papua New Guinea,244 days
282110,Asosan,17325,Confirmed Eruption,Naka-dake,2.0,1953.0,4.0,27.0,Historical Observations,1953.0,7.0,30.0,32.884,131.104,Japan,94 days
251020,Manam,14917,Confirmed Eruption,NA,2.0,1953.0,4.0,16.0,Historical Observations,1953.0,8.0,16.0,-4.08,145.037,Papua New Guinea,122 days
342090,Fuego,10717,Confirmed Eruption,NA,3.0,1953.0,4.0,9.0,Historical Observations,1953.0,4.0,13.0,14.473,-90.88,Guatemala,4 days
263320,Lamongan,16102,Uncertain Eruption,NA,2.0,1953.0,4.0,4.0,NA,1953.0,6.0,16.0,-7.981,113.341,Indonesia,73 days
263200,Dieng Volcanic Complex,15782,Confirmed Eruption,NA,2.0,1953.0,3.0,24.0,Historical Observations,1953.0,3.0,25.0,-7.2,109.879,Indonesia,1 days
264050,Sangeang Api,16242,Confirmed Eruption,Doro Api,3.0,1953.0,3.0,19.0,Historical Observations,1953.0,5.0,15.0,-8.2,119.07,Indonesia,57 days
262000,Krakatau,15603,Confirmed Eruption,Anak Krakatau,2.0,1953.0,3.0,17.0,Historical Observations,1953.0,5.0,1.0,-6.102,105.423,Indonesia,45 days
233020,"Fournaise, Piton de la",14351,Confirmed Eruption,"South, NW & N flanks, Dolomieu, Bory",2.0,1953.0,3.0,13.0,Historical Observations,1953.0,7.0,8.0,-21.244,55.708,France,117 days
263250,Merapi,15908,Confirmed Eruption,NA,2.0,1953.0,3.0,2.0,Historical Observations,1958.0,12.0,16.0,-7.54,110.446,Indonesia,2115 days
313020,Iliamna,20287,Uncertain Eruption,NA,2.0,1953.0,3.0,1.0,NA,NA,NA,NA,60.032,-153.09,United States,NA
312140,Martin,20210,Confirmed Eruption,Volcano Uncertain: SW of Trident; probably Martin,NA,1953.0,2.0,17.0,NA,NA,NA,NA,58.172,-155.361,United States,NA
312160,Trident,20226,Confirmed Eruption,SW flank (1100 m),3.0,1953.0,2.0,15.0,Historical Observations,1954.0,10.0,5.0,58.236,-155.1,United States,597 days
257060,Epi,15325,Confirmed Eruption,Epi B and other vents,3.0,1953.0,2.0,12.0,Historical Observations,1953.0,2.0,19.0,-16.68,168.37,Vanuatu,7 days
257070,Kuwae,15340,Confirmed Eruption,Karua,1.0,1953.0,2.0,12.0,Historical Observations,NA,NA,NA,-16.829,168.536,Vanuatu,NA
263340,Raung,16136,Confirmed Eruption,NA,3.0,1953.0,1.0,31.0,Historical Observations,1953.0,4.0,15.0,-8.119,114.056,Indonesia,74 days
300140,Maly Semyachik,17640,Confirmed Eruption,Ceno-Semiachik (Toitsky Crater),2.0,1952.0,12.0,5.0,Historical Observations,NA,NA,NA,54.135,159.674,Russia,NA
241080,Tongariro,14592,Confirmed Eruption,Ngauruhoe (south sub-crater),2.0,1952.0,11.0,29.0,Historical Observations,1953.0,7.0,16.0,-39.157,175.632,New Zealand,229 days
300130,Karymsky,19177,Confirmed Eruption,NA,2.0,1952.0,11.0,16.0,Historical Observations,NA,NA,NA,54.049,159.443,Russia,NA
290310,Tao-Rusyr Caldera,17623,Confirmed Eruption,Krenitzyn Peak (east flank),3.0,1952.0,11.0,12.0,Historical Observations,1952.0,11.0,19.0,49.35,154.7,Russia,7 days
284140,Farallon de Pajaros,18493,Confirmed Eruption,"Summit, east side",2.0,1952.0,10.0,26.0,Historical Observations,1953.0,4.0,15.0,20.546,144.893,United States,171 days
344080,"Pilas, Las",10972,Confirmed Eruption,El Hoyo,1.0,1952.0,10.0,23.0,Historical Observations,1952.0,12.0,16.0,12.495,-86.688,Nicaragua,54 days
262000,Krakatau,15602,Confirmed Eruption,Anak Krakatau,2.0,1952.0,10.0,10.0,Historical Observations,1952.0,10.0,11.0,-6.102,105.423,Indonesia,1 days
257070,Kuwae,15339,Confirmed Eruption,Karua,1.0,1952.0,10.0,3.0,Historical Observations,NA,NA,NA,-16.829,168.536,Vanuatu,NA
284070,Myojinsho,18316,Confirmed Eruption,Myojinsho,2.0,1952.0,9.0,16.0,Historical Observations,1953.0,10.0,16.0,31.888,139.918,Japan,395 days
285050,Tokachidake,18651,Confirmed Eruption,NE of Shin-funkako (Showa Crater),NA,1952.0,8.0,17.0,Historical Observations,NA,NA,NA,43.418,142.686,Japan,NA
263290,Arjuno-Welirang,15961,Confirmed Eruption,NW flank (Kawah Plupuh),0.0,1952.0,8.0,15.0,Historical Observations,NA,NA,NA,-7.733,112.575,Indonesia,NA
257040,Ambrym,15263,Confirmed Eruption,Benbow,2.0,1952.0,8.0,10.0,Historical Observations,1952.0,12.0,26.0,-16.25,168.12,Vanuatu,138 days
341020,Barcena,10379,Confirmed Eruption,South end of Isla San Benedicto,3.0,1952.0,8.0,1.0,Historical Observations,1953.0,2.0,24.0,19.3,-110.82,Mexico,207 days
283140,Nikko-Shiranesan,17864,Confirmed Eruption,Shirane-san,2.0,1952.0,7.0,16.0,Historical Observations,1952.0,9.0,16.0,36.799,139.376,Japan,62 days
241100,Ruapehu,14630,Confirmed Eruption,NA,1.0,1952.0,7.0,16.0,Historical Observations,NA,NA,NA,-39.28,175.57,New Zealand,NA
263200,Dieng Volcanic Complex,15781,Uncertain Eruption,NA,1.0,1952.0,7.0,16.0,NA,NA,NA,NA,-7.2,109.879,Indonesia,NA
268040,Gamkonora,16592,Confirmed Eruption,NA,2.0,1952.0,7.0,16.0,Historical Observations,1952.0,9.0,5.0,1.38,127.53,Indonesia,51 days
263090,Tangkuban Parahu,15676,Confirmed Eruption,Kawah Ecoma,1.0,1952.0,7.0,4.0,Historical Observations,1952.0,7.0,11.0,-6.77,107.6,Indonesia,7 days
266110,Mahawu,16468,Confirmed Eruption,NA,2.0,1952.0,7.0,2.0,Historical Observations,NA,NA,NA,1.352,124.865,Indonesia,NA
282110,Asosan,17324,Uncertain Eruption,Naka-dake,NA,1952.0,7.0,2.0,NA,NA,NA,NA,32.884,131.104,Japan,NA
273088,Ambalatungan Group,16870,Uncertain Eruption,Mt. Binuluan,1.0,1952.0,7.0,2.0,NA,NA,NA,NA,17.32,121.1,Philippines,NA
313020,Iliamna,20093,Uncertain Eruption,NA,NA,1952.0,7.0,2.0,NA,NA,NA,NA,60.032,-153.09,United States,NA
311310,Makushin,19987,Uncertain Eruption,NA,NA,1952.0,7.0,2.0,NA,NA,NA,NA,53.891,-166.923,United States,NA
332010,Kilauea,10088,Confirmed Eruption,Halemaumau,0.0,1952.0,6.0,27.0,Historical Observations,1952.0,11.0,10.0,19.421,-155.287,United States,136 days
283180,Azumayama,17935,Uncertain Eruption,Issaikyo,1.0,1952.0,6.0,18.0,NA,NA,NA,NA,37.735,140.244,Japan,NA
283110,Asamayama,17798,Confirmed Eruption,NA,2.0,1952.0,6.0,7.0,Historical Observations,1952.0,6.0,14.0,36.406,138.523,Japan,7 days
233020,"Fournaise, Piton de la",14350,Confirmed Eruption,NE flank near north rim (1500 m),2.0,1952.0,5.0,19.0,Historical Observations,1952.0,7.0,20.0,-21.244,55.708,France,62 days
263350,Ijen,16172,Confirmed Eruption,Kawah Ijen,1.0,1952.0,4.0,22.0,Historical Observations,1952.0,4.0,24.0,-8.058,114.242,Indonesia,2 days
261220,Kaba,15546,Confirmed Eruption,NA,2.0,1952.0,4.0,1.0,Historical Observations,1952.0,4.0,28.0,-3.522,102.615,Indonesia,27 days
264250,Iliwerung,16345,Confirmed Eruption,NA,1.0,1952.0,3.0,24.0,Historical Observations,NA,NA,NA,-8.53,123.57,Indonesia,NA
345040,Poas,11165,Confirmed Eruption,NA,2.0,1952.0,3.0,23.0,Historical Observations,1957.0,12.0,25.0,10.2,-84.233,Costa Rica,2103 days
255020,Bagana,15128,Confirmed Eruption,NA,4.0,1952.0,2.0,29.0,Historical Observations,1952.0,10.0,16.0,-6.137,155.196,Papua New Guinea,230 days
233010,Karthala,14199,Confirmed Eruption,Chahalé crater,2.0,1952.0,2.0,10.0,Historical Observations,1952.0,2.0,12.0,-11.75,43.38,Comoros,2 days
283110,Asamayama,17797,Uncertain Eruption,NA,1.0,1952.0,1.0,16.0,NA,1952.0,1.0,16.0,36.406,138.523,Japan,0 days
261170,Kerinci,15512,Confirmed Eruption,NA,2.0,1952.0,1.0,16.0,Historical Observations,1952.0,6.0,16.0,-1.697,101.264,Indonesia,152 days
290120,Kolokol Group,18772,Confirmed Eruption,Berg,2.0,1952.0,1.0,15.0,Historical Observations,NA,NA,NA,46.042,150.083,Russia,NA
311310,Makushin,19986,Confirmed Eruption,NA,1.0,1951.0,12.0,20.0,Historical Observations,NA,NA,NA,53.891,-166.923,United States,NA
300260,Klyuchevskoy,19443,Confirmed Eruption,"Summit, NE flank (Bylinkina, 950 m)",2.0,1951.0,11.0,19.0,Historical Observations,1951.0,11.0,30.0,56.056,160.642,Russia,11 days
223020,Nyamuragira,14059,Confirmed Eruption,NNW fissure zone (Shabubembe-Ndakaza),2.0,1951.0,11.0,16.0,Historical Observations,1952.0,1.0,16.0,-1.408,29.2,DR Congo,61 days
355100,Lascar,11857,Confirmed Eruption,East summit crater,2.0,1951.0,11.0,16.0,Historical Observations,1952.0,2.0,19.0,-23.37,-67.73,Chile,95 days
264250,Iliwerung,16344,Confirmed Eruption,NA,2.0,1951.0,11.0,12.0,Historical Observations,1951.0,11.0,16.0,-8.53,123.57,Indonesia,4 days
256010,Tinakula,15198,Confirmed Eruption,NA,3.0,1951.0,10.0,23.0,Historical Observations,1951.0,11.0,27.0,-10.386,165.804,Solomon Islands,35 days
311320,Akutan,20019,Confirmed Eruption,NA,2.0,1951.0,10.0,16.0,Historical Observations,NA,NA,NA,54.134,-165.986,United States,NA
312030,Pavlof,20133,Confirmed Eruption,Upper NE or NNE flank,2.0,1951.0,10.0,16.0,Historical Observations,1952.0,2.0,16.0,55.417,-161.894,United States,123 days
311300,Bogoslof,19862,Uncertain Eruption,NA,0.0,1951.0,9.0,21.0,NA,NA,NA,NA,53.93,-168.03,United States,NA
211060,Etna,13787,Confirmed Eruption,NE Crater,1.0,1951.0,9.0,21.0,Historical Observations,1952.0,5.0,30.0,37.748,14.999,Italy,252 days
233020,"Fournaise, Piton de la",14349,Confirmed Eruption,NA,1.0,1951.0,9.0,10.0,Historical Observations,1951.0,9.0,20.0,-21.244,55.708,France,10 days
263280,Kelut,15955,Confirmed Eruption,NA,4.0,1951.0,8.0,31.0,Historical Observations,1951.0,8.0,31.0,-7.93,112.308,Indonesia,0 days
284140,Farallon de Pajaros,18492,Confirmed Eruption,NA,2.0,1951.0,8.0,16.0,Historical Observations,NA,NA,NA,20.546,144.893,United States,NA
285070,Akan,18688,Uncertain Eruption,Me-Akan (NE foot),1.0,1951.0,7.0,31.0,NA,1952.0,3.0,16.0,43.384,144.013,Japan,229 days
285040,Shikotsu,18627,Confirmed Eruption,Tarumai,2.0,1951.0,7.0,28.0,Historical Observations,1951.0,7.0,28.0,42.688,141.38,Japan,0 days
223020,Nyamuragira,14058,Confirmed Eruption,SW flank (Gituro),1.0,1951.0,7.0,25.0,Historical Observations,1951.0,7.0,28.0,-1.408,29.2,DR Congo,3 days
312140,Martin,20209,Confirmed Eruption,Volcano Uncertain: Kukak Bay ashfall; probably Martin,NA,1951.0,7.0,22.0,NA,NA,NA,NA,58.172,-155.361,United States,NA
344120,Concepcion,11059,Confirmed Eruption,NA,2.0,1951.0,7.0,16.0,Historical Observations,1955.0,5.0,16.0,11.538,-85.622,Nicaragua,1400 days
344040,Telica,10923,Confirmed Eruption,NA,2.0,1951.0,7.0,15.0,Historical Observations,1951.0,10.0,15.0,12.606,-86.84,Nicaragua,92 days
290080,Sashiusudake [Baransky],18757,Confirmed Eruption,NA,1.0,1951.0,7.0,15.0,Historical Observations,NA,NA,NA,45.1,148.019,Japan - administered by Russia,NA
311161,Korovin,19755,Uncertain Eruption,NA,NA,1951.0,7.0,2.0,NA,NA,NA,NA,52.381,-174.166,United States,NA
264220,Iliboleng,16320,Confirmed Eruption,NA,2.0,1951.0,7.0,2.0,Historical Observations,NA,NA,NA,-8.342,123.258,Indonesia,NA
266100,Lokon-Empung,16445,Confirmed Eruption,Tompaluan,3.0,1951.0,7.0,2.0,Historical Observations,1953.0,3.0,16.0,1.358,124.792,Indonesia,623 days
268040,Gamkonora,16591,Confirmed Eruption,NA,2.0,1951.0,7.0,2.0,Historical Observations,NA,NA,NA,1.38,127.53,Indonesia,NA
353060,"Azul, Cerro",11725,Confirmed Eruption,NA,NA,1951.0,7.0,2.0,Historical Observations,NA,NA,NA,-0.92,-91.408,Ecuador,NA
263180,Slamet,15759,Confirmed Eruption,NA,2.0,1951.0,6.0,26.0,Historical Observations,1952.0,1.0,1.0,-7.242,109.208,Indonesia,189 days
312090,Aniakchak,20194,Discredited Eruption,NA,NA,1951.0,6.0,25.0,NA,1951.0,6.0,25.0,56.88,-158.17,United States,0 days
241050,Okataina,14523,Confirmed Eruption,Rotomahana,1.0,1951.0,6.0,16.0,Historical Observations,NA,NA,NA,-38.12,176.5,New Zealand,NA
233020,"Fournaise, Piton de la",14348,Uncertain Eruption,North part of Grand Brule,0.0,1951.0,6.0,16.0,NA,NA,NA,NA,-21.244,55.708,France,NA
384010,Fogo,13136,Confirmed Eruption,Northwest and south caldera floor,2.0,1951.0,6.0,12.0,Historical Observations,1951.0,8.0,21.0,14.95,-24.35,Cape Verde,70 days
304030,Kunlun Volcanic Group,19632,Confirmed Eruption,Ashi Shan,2.0,1951.0,5.0,27.0,Historical Observations,NA,NA,NA,35.52,80.2,China,NA
341021,Socorro,10374,Confirmed Eruption,SW flank (west of Lomas Coloradas),2.0,1951.0,5.0,22.0,Historical Observations,1951.0,5.0,22.0,18.78,-110.95,Mexico,0 days
241080,Tongariro,14589,Confirmed Eruption,Ngauruhoe,2.0,1951.0,5.0,16.0,Historical Observations,NA,NA,NA,-39.157,175.632,New Zealand,NA
282110,Asosan,17323,Confirmed Eruption,Naka-dake,2.0,1951.0,5.0,4.0,Historical Observations,1951.0,8.0,16.0,32.884,131.104,Japan,104 days
311360,Shishaldin,20080,Confirmed Eruption,NA,2.0,1951.0,4.0,16.0,Historical Observations,1951.0,10.0,5.0,54.756,-163.97,United States,172 days
241100,Ruapehu,14629,Confirmed Eruption,NA,1.0,1951.0,3.0,19.0,Historical Observations,NA,NA,NA,-39.28,175.57,New Zealand,NA
263170,Cereme,15729,Confirmed Eruption,NA,2.0,1951.0,3.0,1.0,Historical Observations,1951.0,3.0,2.0,-6.895,108.408,Indonesia,1 days
283260,Akita-Yakeyama,18087,Confirmed Eruption,Kare-numa,1.0,1951.0,2.0,16.0,Historical Observations,NA,NA,NA,39.964,140.757,Japan,NA
263180,Slamet,15758,Confirmed Eruption,NA,2.0,1951.0,2.0,11.0,Historical Observations,NA,NA,NA,-7.242,109.208,Indonesia,NA
285040,Shikotsu,18626,Confirmed Eruption,Tarumai,2.0,1951.0,1.0,29.0,Historical Observations,1951.0,1.0,29.0,42.688,141.38,Japan,0 days
257040,Ambrym,15262,Confirmed Eruption,Benbow,4.0,1950.0,12.0,6.0,Historical Observations,1951.0,11.0,25.0,-16.25,168.12,Vanuatu,354 days
211060,Etna,13786,Confirmed Eruption,East flank (2820-2200 m),2.0,1950.0,11.0,25.0,Historical Observations,1951.0,12.0,2.0,37.748,14.999,Italy,372 days
344070,"Negro, Cerro",10954,Confirmed Eruption,NA,3.0,1950.0,11.0,21.0,Historical Observations,1950.0,12.0,17.0,12.506,-86.702,Nicaragua,26 days
282110,Asosan,17322,Confirmed Eruption,Naka-dake,2.0,1950.0,11.0,16.0,Historical Observations,1951.0,1.0,16.0,32.884,131.104,Japan,61 days
263290,Arjuno-Welirang,15960,Confirmed Eruption,NW part of Gunung Welirang (2500 & 2700 m),2.0,1950.0,10.0,30.0,Historical Observations,NA,NA,NA,-7.733,112.575,Indonesia,NA
268040,Gamkonora,16590,Confirmed Eruption,NA,2.0,1950.0,10.0,16.0,Historical Observations,NA,NA,NA,1.38,127.53,Indonesia,NA
261140,Marapi,15459,Confirmed Eruption,"Kepundan Bongsu, Kuniang, Jinggo",2.0,1950.0,9.0,27.0,Historical Observations,1952.0,6.0,14.0,-0.38,100.474,Indonesia,626 days
283110,Asamayama,17796,Confirmed Eruption,NA,1.0,1950.0,9.0,23.0,Historical Observations,1951.0,6.0,17.0,36.406,138.523,Japan,267 days
264250,Iliwerung,16343,Confirmed Eruption,NA,2.0,1950.0,9.0,10.0,Historical Observations,1950.0,10.0,2.0,-8.53,123.57,Indonesia,22 days
233020,"Fournaise, Piton de la",14347,Confirmed Eruption,SE of Bory,2.0,1950.0,8.0,30.0,Historical Observations,1950.0,9.0,5.0,-21.244,55.708,France,6 days
312030,Pavlof,20132,Confirmed Eruption,Upper NE or NNE flank,2.0,1950.0,7.0,31.0,Historical Observations,1951.0,5.0,16.0,55.417,-161.894,United States,289 days
263300,Semeru,16006,Confirmed Eruption,Jonggring Seloko,2.0,1950.0,7.0,23.0,Historical Observations,1964.0,12.0,16.0,-8.108,112.922,Indonesia,5260 days
284010,Izu-Oshima,18224,Confirmed Eruption,"Mihara-yama, south rim",2.0,1950.0,7.0,16.0,Historical Observations,1951.0,6.0,28.0,34.724,139.394,Japan,347 days
262000,Krakatau,15601,Confirmed Eruption,Anak Krakatau,2.0,1950.0,7.0,3.0,Historical Observations,1950.0,7.0,7.0,-6.102,105.423,Indonesia,4 days
312160,Trident,20225,Confirmed Eruption,Volcano Uncertain:  attributed to Trident,2.0,1950.0,7.0,2.0,NA,1950.0,8.0,18.0,58.236,-155.1,United States,47 days
334050,Northern EPR at 9.8°N,10339,Confirmed Eruption,East Pacific Rise (9.9 deg N),0.0,1950.0,7.0,2.0,Magnetism,NA,NA,NA,9.83,-104.3,Undersea Features,NA
283260,Akita-Yakeyama,18086,Confirmed Eruption,Kare-numa,1.0,1950.0,7.0,2.0,Historical Observations,NA,NA,NA,39.964,140.757,Japan,NA
357120,Villarrica,12158,Uncertain Eruption,NA,NA,1950.0,7.0,2.0,NA,NA,NA,NA,-39.42,-71.93,Chile,NA
282080,Aira,17086,Confirmed Eruption,Minami-dake,1.0,1950.0,6.0,29.0,Historical Observations,1950.0,9.0,9.0,31.593,130.657,Japan,72 days
241100,Ruapehu,14628,Confirmed Eruption,NA,1.0,1950.0,6.0,26.0,Historical Observations,1950.0,6.0,26.0,-39.28,175.57,New Zealand,0 days
241080,Tongariro,14588,Confirmed Eruption,Ngauruhoe,2.0,1950.0,6.0,16.0,Historical Observations,NA,NA,NA,-39.157,175.632,New Zealand,NA
